,Book-Title,total_ratings,sum_weighted_ratings,weighted_avg_rating
18074,Breakfast in Bed,46,118,2.5652173913043477
127197,The Lady and the Unicorn,39,100,2.5641025641025643
62350,Jazz (Plume Contemporary Fiction),55,141,2.5636363636363635
124534,The Great Train Robbery,71,182,2.563380281690141
46700,Fudge-A-Mania,32,82,2.5625
107612,Spandau Phoenix,32,82,2.5625
83650,Nerd in Shining Armor,96,246,2.5625
10166,Answered Prayers,82,210,2.5609756097560976
37460,Echoes,116,297,2.560344827586207
16310,Black Water,50,128,2.56
105835,Sleeping With the Enemy,25,64,2.56
143511,Through a Glass Darkly,25,64,2.56
139035,The Unloved,34,87,2.5588235294117645
5141,A Walk Across America,52,133,2.5576923076923075
32502,Desperado,27,69,2.5555555555555554
4680,A Superior Death,36,92,2.5555555555555554
10847,Around the World in Eighty Days,27,69,2.5555555555555554
36334,Dreamland,27,69,2.5555555555555554
4375,A Short History of Nearly Everything,45,115,2.5555555555555554
26446,Courage Tree,27,69,2.5555555555555554
34630,Disobedience,36,92,2.5555555555555554
125552,The Honey Thief,27,69,2.5555555555555554
109798,Straight,47,120,2.5531914893617023
124554,The Greatest Generation,85,217,2.552941176470588
41235,F Is for Fugitive (Kinsey Millhone Mysteries (Paperback)),161,411,2.5527950310559007
10091,Another Dawn,38,97,2.5526315789473686
10328,Anything Considered,38,97,2.5526315789473686
56925,How to Talk So Kids Will Listen and Listen So Kids Will Talk,38,97,2.5526315789473686
117866,The Cardinal of the Kremlin,29,74,2.5517241379310347
76884,McNally's Dilemma (Archy McNally Novels (Paperback)),29,74,2.5517241379310347
17653,Born in Ice,58,148,2.5517241379310347
35152,Dominion,29,74,2.5517241379310347
103845,Shanghai Baby,29,74,2.5517241379310347
45531,Foucault's Pendulum,167,426,2.5508982035928143
89772,Paradise Lost,60,153,2.55
93991,Private Scandals,51,130,2.549019607843137
9894,Anna Karenina (Oprah's Book Club),31,79,2.5483870967741935
21771,Centaur Aisle,31,79,2.5483870967741935
143872,Time Flies,84,214,2.5476190476190474
55819,Hot Ice,53,135,2.547169811320755
89283,POSTCARDS,64,163,2.546875
132638,The Plains of Passage (Earth's Children (Paperback)),139,354,2.5467625899280577
110606,Summer Pleasures,130,331,2.546153846153846
103242,Seven Habits Of Highly Effective People,143,364,2.5454545454545454
140630,The Wolf and the Dove,22,56,2.5454545454545454
107486,Southern Discomfort,33,84,2.5454545454545454
100319,Saint Maybe,147,374,2.54421768707483
79089,Mistress,35,89,2.5428571428571427
113743,Tess of the Durbervilles,35,89,2.5428571428571427
130081,The Morning After,70,178,2.5428571428571427
69964,Life Penalty,24,61,2.5416666666666665
110651,Summer in Eclipse Bay,48,122,2.5416666666666665
155830,"Wonders Never Cease (Count On A Cop) (Harlequin Superromance, No. 1061)",24,61,2.5416666666666665
75284,Man and Boy,24,61,2.5416666666666665
20079,Call It Sleep,24,61,2.5416666666666665
106115,Smilla's Sense of Snow,181,460,2.541436464088398
145290,Toujours Provence (Vintage Departures),61,155,2.540983606557377
71890,Longshot,50,127,2.54
122916,The First Horseman,89,226,2.539325842696629
155333,Witness in Death (Eve Dallas Mysteries (Paperback)),52,132,2.5384615384615383
104737,Silence in Hanover Close,39,99,2.5384615384615383
65054,Kiss an Angel,26,66,2.5384615384615383
34963,Doctors,39,99,2.5384615384615383
79445,Moment of Truth,104,264,2.5384615384615383
109496,Stonehenge,41,104,2.5365853658536586
91108,Petals on the River,28,71,2.5357142857142856
113744,Tess of the d'Urbervilles,28,71,2.5357142857142856
137625,The Taming,28,71,2.5357142857142856
154183,Wild Horses,86,218,2.5348837209302326
89892,Paris to the Moon,73,185,2.5342465753424657
148128,Unfinished Symphony (Logan),60,152,2.533333333333333
29899,Dave Barry's Complete Guide to Guys,30,76,2.533333333333333
41797,Fall on Your Knees (Oprah's Book Club),45,114,2.533333333333333
42289,Farewell To Arms,64,162,2.53125
19511,C Is for Corpse (Kinsey Millhone Mysteries (Paperback)),177,448,2.531073446327684
100706,Santa Fe Rules,34,86,2.5294117647058822
37279,East of the Mountains,72,182,2.5277777777777777
90312,Patriot Games (Jack Ryan Novels),144,364,2.5277777777777777
128568,The Love Letter,72,182,2.5277777777777777
84744,Nimitz Class,36,91,2.5277777777777777
4483,A Son of the Circus,95,240,2.526315789473684
58327,Ice Station,38,96,2.526315789473684
57913,I Was Amelia Earhart,38,96,2.526315789473684
58224,INHERITANCE,40,101,2.525
40468,Even Cowgirls Get the Blues,80,202,2.525
76881,McNally's Chance,40,101,2.525
65537,L Is for Lawless,143,361,2.5244755244755246
146054,Trinity,63,159,2.5238095238095237
114909,The Anodyne Necklace,21,53,2.5238095238095237
125680,The House,21,53,2.5238095238095237
58422,Ich wollte Hosen.,21,53,2.5238095238095237
2461,A Gentleman's Honor,21,53,2.5238095238095237
8608,American Pastoral,44,111,2.522727272727273
84706,Nightshade,90,227,2.522222222222222
258,1001 Ways to Be Romantic,23,58,2.5217391304347827
13593,Baudolino,69,174,2.5217391304347827
51908,Hangman's Root,23,58,2.5217391304347827
106878,Someone to Watch over Me,23,58,2.5217391304347827
25605,Congo -Canc,23,58,2.5217391304347827
87150,On the Edge,23,58,2.5217391304347827
72163,Lord of Fire,23,58,2.5217391304347827
100758,Sapphire Rose (Elenium (Paperback)),23,58,2.5217391304347827
50477,Green Mars,48,121,2.5208333333333335
146374,True Confessions (Avon Romance),25,63,2.52
47599,Gates of Paradise (Casteel),25,63,2.52
76431,Master and Commander (Movie Tie-In Edition),25,63,2.52
111395,Sweet Memories,25,63,2.52
106322,Snow White and the Seven Dwarfs,27,68,2.5185185185185186
97061,Remember When,83,209,2.5180722891566263
1663,A Cold Heart (Alex Delaware Novels (Paperback)),83,209,2.5180722891566263
43194,Final Appeal,56,141,2.517857142857143
67307,Lake Wobegon Days (Wisconsin),29,73,2.5172413793103448
4469,A Soldier of the Great War,29,73,2.5172413793103448
53469,Hell's Kitchen,29,73,2.5172413793103448
1913,A Day No Pigs Would Die,29,73,2.5172413793103448
144257,To Dance With the White Dog,29,73,2.5172413793103448
14068,Before I Say Good-Bye,178,448,2.5168539325842696
76102,Marrying the Mistress,31,78,2.5161290322580645
103068,September,128,322,2.515625
87198,On the Road (Essential.penguin S.),33,83,2.515151515151515
105591,Skin Deep,33,83,2.515151515151515
120372,The Dark Wind (Jim Chee Novels),35,88,2.5142857142857142
25690,Considering Kate (The Stanislaskis) (Silhouette Special Edition),72,181,2.513888888888889
130101,The Mosquito Coast,72,181,2.513888888888889
58345,Icebound,146,367,2.5136986301369864
105699,Skyward,37,93,2.5135135135135136
107563,Space,111,279,2.5135135135135136
88236,Ordinary People,76,191,2.513157894736842
60220,Innocent Blood,39,98,2.5128205128205128
51595,Halfway To Heaven,39,98,2.5128205128205128
9551,Angel Falls,78,196,2.5128205128205128
6128,Absolute Power,158,397,2.5126582278481013
152918,When the Storm Breaks,41,103,2.5121951219512195
105721,Slammerkin,129,324,2.511627906976744
41122,Extreme Measures,86,216,2.511627906976744
26515,Covenant,45,113,2.511111111111111
155064,Wish You Were Here (Mrs. Murphy Mysteries (Paperback)),47,118,2.5106382978723403
64598,Kill and Tell,57,143,2.508771929824561
101419,Schindler's List,124,311,2.5080645161290325
91915,Plague Dogs,63,158,2.507936507936508
22636,Child of My Heart,63,158,2.507936507936508
121668,The Edible Woman,81,203,2.506172839506173
124085,The Gold Coast,89,223,2.50561797752809
24405,Cold Fire,111,278,2.5045045045045047
61580,It's Not the End of the World,34,85,2.5
120858,The Devil's Heiress,26,65,2.5
125961,The Ice House,60,150,2.5
10422,Apocalypse Wow,22,55,2.5
133132,The Prince (Penguin Classics),32,80,2.5
125091,"The Headless Ghost (Goosebumps, No 37)",30,75,2.5
123151,The Forest House,78,195,2.5
89786,Paradise Wild,26,65,2.5
78620,Mint Julep Murder,22,55,2.5
95944,Raptor Red,28,70,2.5
80274,Morgans Passing,24,60,2.5
98549,Rock Star,34,85,2.5
135876,The Sheltering Sky (Vintage International),28,70,2.5
57226,Hunchback of Notre Dame,24,60,2.5
36330,Dreaming of the Bones,26,65,2.5
124223,The Good German,26,65,2.5
2713,A Heart Speaks,24,60,2.5
83128,Naked Once More,28,70,2.5
90253,Patchwork Planet Uk Edition,24,60,2.5
122488,The Family,38,95,2.5
62673,Jewel (Oprah's Book Club),126,315,2.5
30931,Death in Paradise,30,75,2.5
146554,Trying to Save Piggy Sneed,26,65,2.5
41618,Faerie Tale,30,75,2.5
147232,UNDERWORLD,46,115,2.5
136947,The Stone Diaries,212,529,2.4952830188679247
59890,Inca Gold (Clive Cussler),69,172,2.4927536231884058
139482,The Vision,67,167,2.4925373134328357
3299,A Map of the World,327,815,2.492354740061162
61156,Ironweed,55,137,2.4909090909090907
99085,Rough Justice,51,127,2.4901960784313726
78913,Miss Smilla's Feeling for Snow,49,122,2.489795918367347
109358,Stillwatch,133,331,2.488721804511278
40798,Excavation,41,102,2.4878048780487805
123648,The General's Daughter,156,388,2.4871794871794872
36855,Dying for Chocolate (Culinary Mysteries (Paperback)),111,276,2.4864864864864864
70613,Listening Woman (Joe Leaphorn Novels),35,87,2.4857142857142858
149878,Void Moon,103,256,2.4854368932038833
152421,What's Bred in the Bone,33,82,2.484848484848485
2215,A Farewell to Arms (A Scribner Classic),33,82,2.484848484848485
13224,Bare Necessity,31,77,2.4838709677419355
20612,Captain Underpants and the Wrath of the Wicked Wedgie Woman,31,77,2.4838709677419355
35763,Dr. Atkins' New Diet Revolution,118,293,2.483050847457627
126358,The Invitation,56,139,2.482142857142857
136870,The Stars Shine Down,81,201,2.4814814814814814
3741,A Perfect Stranger,54,134,2.4814814814814814
113488,Ten Stupid Things Women Do to Mess Up Their Lives,54,134,2.4814814814814814
59741,In the Lake of the Woods,52,129,2.480769230769231
94681,Purple Cane Road,50,124,2.48
107063,Son of the Morning,25,62,2.48
20926,Carriage House,25,62,2.48
122901,The First Counsel,121,300,2.479338842975207
138107,The Tiger in the Well,23,57,2.4782608695652173
100787,Sarah,23,57,2.4782608695652173
65071,Kiss of the Highlander,23,57,2.4782608695652173
44292,Flight,44,109,2.477272727272727
19095,Burden of Proof,21,52,2.4761904761904763
62875,John Adams,42,104,2.4761904761904763
26648,Cowboys Are My Weakness,42,104,2.4761904761904763
122730,"The Fifth Dominion (Imajica, Book 1)",21,52,2.4761904761904763
7865,All the President's Men,21,52,2.4761904761904763
125394,The Hippopotamus,21,52,2.4761904761904763
128423,The Loop,181,448,2.4751381215469612
16585,Blithe Images,40,99,2.475
41382,FLOOD TIDE,99,245,2.474747474747475
55336,Homecoming,137,339,2.4744525547445257
135879,"The Shelters of Stone (Earth's Children, Book 5)",76,188,2.473684210526316
22211,Charming Billy,150,371,2.473333333333333
153245,Whirlwind (The X-Files),55,136,2.4727272727272727
58068,I'm Not Really Here,72,178,2.4722222222222223
55663,Hornet's Nest,248,613,2.471774193548387
23876,Claws and Effect,53,131,2.4716981132075473
26441,Couplehood,204,504,2.4705882352941178
122443,The Fall of Atlantis,34,84,2.4705882352941178
43650,Fires of Winter,34,84,2.4705882352941178
3970,"A Promising Man (and About Time, Too)",34,84,2.4705882352941178
106139,Smoke and Mirrors,49,121,2.4693877551020407
118160,The Cat Who Tailed a Thief,81,200,2.4691358024691357
150872,Warning Signs,64,158,2.46875
118144,The Cat Who Played Post Office (Cat Who... (Paperback)),64,158,2.46875
100604,Sanctuary,158,390,2.4683544303797467
146491,Trust Me,47,116,2.4680851063829787
20611,Captain Underpants and the Invasion of the Incredibly Naughty Cafeteria Ladies from Outer Space,47,116,2.4680851063829787
61096,Irish Hearts,107,264,2.467289719626168
121002,The Dirty Duck,30,74,2.466666666666667
95418,Rabbit Is Rich,30,74,2.466666666666667
48155,Getting Rid Of Bradley,75,185,2.466666666666667
120050,The Crown of Columbus,30,74,2.466666666666667
154201,Wild Justice,90,222,2.466666666666667
126759,The Jury,118,291,2.4661016949152543
122258,The Experiment,88,217,2.465909090909091
29774,Dating Big Bird,73,180,2.4657534246575343
15997,Bitter Medicine,43,106,2.4651162790697674
126168,The Indian in the Cupboard (rack) (Indian in the Cupboard),43,106,2.4651162790697674
16149,Black Friday,112,276,2.4642857142857144
75067,Mallory's Oracle (Kathleen Mallory Novels (Paperback)),28,69,2.4642857142857144
77697,Merrick (Vampire Chronicles),69,170,2.463768115942029
110433,Suddenly You,41,101,2.4634146341463414
143603,Thunderhead,41,101,2.4634146341463414
29130,Dark Water (Mira Romantic Suspense),54,133,2.462962962962963
107336,Soul Mountain,67,165,2.462686567164179
88722,Out of This World,52,128,2.4615384615384617
55212,Home Fires,39,96,2.4615384615384617
17328,Bone Deep,26,64,2.4615384615384617
53004,Heart of Darkness and the Secret Sharer,26,64,2.4615384615384617
91266,Phantom of the Opera,26,64,2.4615384615384617
110581,Summer Island,89,219,2.460674157303371
7733,All Things Wise and Wonderful,76,187,2.460526315789474
69305,Less Of A Stranger (Silhouette Single Title),50,123,2.46
113371,Temptation,124,305,2.4596774193548385
130290,The Music of the Spheres,61,150,2.459016393442623
61168,Irresistible (Banning Sisters Trilogy),24,59,2.4583333333333335
84505,Night Train to Memphis,24,59,2.4583333333333335
145449,Trading Up,24,59,2.4583333333333335
154724,Wings of Fire,24,59,2.4583333333333335
36817,Dust to Dust,203,499,2.458128078817734
108598,Standoff,129,317,2.4573643410852712
51903,Hangman,35,86,2.4571428571428573
67611,Last Breath,35,86,2.4571428571428573
44318,Flight of Eagles,35,86,2.4571428571428573
144254,To Cut a Long Story Short,46,113,2.4565217391304346
143862,Time Bomb (Alex Delaware Novels (Paperback)),57,140,2.456140350877193
113818,Texas,57,140,2.456140350877193
131090,The Nine Tailors,22,54,2.4545454545454546
127180,The Ladies' Man,33,81,2.4545454545454546
17035,Blue Skies,33,81,2.4545454545454546
72410,Losing It (Red Dress Ink),22,54,2.4545454545454546
116374,The Big Nap (Mommy-Track Mysteries (Paperback)),22,54,2.4545454545454546
102354,Secret Star,44,108,2.4545454545454546
74096,MY SWEET AUDRINA,66,162,2.4545454545454546
77113,Medusa's Child,33,81,2.4545454545454546
71107,Lives of Girls and Women,22,54,2.4545454545454546
134272,The Rift,22,54,2.4545454545454546
92603,Polgara the Sorceress (Malloreon (Paperback Random House)),22,54,2.4545454545454546
69360,Let It Snow,22,54,2.4545454545454546
88731,Out of the Blue,33,81,2.4545454545454546
20763,Cards on the Table (Hercule Poirot Mysteries (Paperback)),22,54,2.4545454545454546
96987,Reliquary,55,135,2.4545454545454546
27156,Critical Conditions,33,81,2.4545454545454546
88946,Over the Edge,117,287,2.452991452991453
98445,Robert Ludlum's The Hades Factor,53,130,2.452830188679245
151625,Weep No More My Lady,95,233,2.4526315789473685
125134,The Heart Is a Lonely Hunter (Oprah's Book Club),42,103,2.4523809523809526
73985,MOONLIGHT BECOMES YOU,73,179,2.452054794520548
125132,The Heart Is a Lonely Hunter,62,152,2.4516129032258065
35520,Double Deuce,31,76,2.4516129032258065
69962,Life Makeovers,31,76,2.4516129032258065
16320,Black and Blue (Oprah's Book Club),31,76,2.4516129032258065
65823,L.A. Requiem,51,125,2.450980392156863
80211,More Than a Carpenter,60,147,2.45
121475,The Duchess,49,120,2.4489795918367347
140197,The Whole Truth,29,71,2.4482758620689653
108852,Stark,29,71,2.4482758620689653
127797,The Letter of the Law,38,93,2.4473684210526314
4127,"A River Runs Through It, and Other Stories",38,93,2.4473684210526314
114229,The 9 Steps to Financial Freedom,38,93,2.4473684210526314
143619,Thursday'S At Eight,72,176,2.4444444444444446
131406,The Old Contemptibles,36,88,2.4444444444444446
126710,The Judge,81,198,2.4444444444444446
135279,The Season of Passage,27,66,2.4444444444444446
92969,Possession,27,66,2.4444444444444446
72151,"Lord of Chaos (The Wheel of Time, Book 6)",36,88,2.4444444444444446
98179,Rising Sun,278,679,2.4424460431654675
12811,Backpack,43,105,2.441860465116279
118554,The Christmas Box (Christmas Box Trilogy),43,105,2.441860465116279
122580,The Farmer's Wife,34,83,2.4411764705882355
40500,Evensong (Ballantine Reader's Circle),34,83,2.4411764705882355
27162,Critical Mass,84,205,2.4404761904761907
99498,Running Scared,50,122,2.44
124100,The Gold-Bug and Other Tales (Dover Thrift Editions),25,61,2.44
64926,Kingdom Of Moonlight,25,61,2.44
128500,The Lost Language of Cranes,25,61,2.44
98181,Rising Tides,116,283,2.439655172413793
81824,Mutation,91,222,2.4395604395604398
117361,The Bride and the Beast,41,100,2.4390243902439024
117604,The Butcher's Theater,41,100,2.4390243902439024
143753,Tiger Prince,41,100,2.4390243902439024
14939,Betrayal in Death,89,217,2.438202247191011
130980,The Night Before,64,156,2.4375
37495,Eclipse Bay,48,117,2.4375
96469,Reckless Endangerment,32,78,2.4375
60716,Into the Woods,39,95,2.4358974358974357
134785,The Running Man,39,95,2.4358974358974357
137945,The Third Victim,85,207,2.4352941176470586
114842,The Angel of Darkness,200,487,2.435
151697,Weit wie das Meer.,23,56,2.4347826086956523
115617,The Basketball Diaries,23,56,2.4347826086956523
45716,Fox Evil,23,56,2.4347826086956523
72620,Love,69,168,2.4347826086956523
26305,Count Karlstein,23,56,2.4347826086956523
134136,The Return (Star Trek),23,56,2.4347826086956523
31241,Decider,76,185,2.4342105263157894
125896,The Hunt for Red October (Jack Ryan Novels),76,185,2.4342105263157894
58500,"If Ever I Return, Pretty Peggy-O",30,73,2.433333333333333
132351,The Perfect Summer,67,163,2.4328358208955225
98105,Ringworld Engineers,37,90,2.4324324324324325
46468,From This Day,37,90,2.4324324324324325
52217,Harmful Intent,81,197,2.432098765432099
22743,Children of the Night,44,107,2.4318181818181817
25603,Congo,299,727,2.431438127090301
43581,Firebird,86,209,2.4302325581395348
69941,Life Is Elsewhere,21,51,2.4285714285714284
116558,The Black Lyon,28,68,2.4285714285714284
76091,Marrying Mom,63,153,2.4285714285714284
23120,Christmas Kisses,21,51,2.4285714285714284
2522,A Girl's Guide to Vampires,21,51,2.4285714285714284
111155,Survivor,21,51,2.4285714285714284
135889,The Sherbrooke Twins,28,68,2.4285714285714284
63837,Justine (Alexandria Quartet),21,51,2.4285714285714284
3799,A Pirate Looks At Fifty,21,51,2.4285714285714284
85084,No One to Trust,105,255,2.4285714285714284
57874,I Think I Love You,21,51,2.4285714285714284
63854,"K Is for Killer (Grafton, Sue. Kinsey Millhone Mysteries.)",49,119,2.4285714285714284
109337,Still Waters,194,471,2.4278350515463916
37281,East of the Mountains (Vintage Contemporaries (Paperback)),61,148,2.4262295081967213
666,24 Hours,106,257,2.4245283018867925
90753,"People of the Wolf (The First North Americans series, Book 1)",33,80,2.4242424242424243
44191,Flashback,92,223,2.4239130434782608
1809,A Cry In The Night,92,223,2.4239130434782608
1401,A Case of Need,236,572,2.4237288135593222
9675,Angels Flight (Detective Harry Bosch Mysteries),78,189,2.423076923076923
23432,Cinnamon Skin,26,63,2.423076923076923
93107,Power Lines,26,63,2.423076923076923
57306,Hunting Badger,26,63,2.423076923076923
152807,When We Were Orphans (Vintage International (Paperback)),45,109,2.422222222222222
35593,Double Whammy,45,109,2.422222222222222
129718,The Midnight Club,109,264,2.4220183486238533
118149,The Cat Who Said Cheese,83,201,2.4216867469879517
16844,Bloodline,57,138,2.4210526315789473
58005,I'LL BE SEEING YOU,38,92,2.4210526315789473
143482,Throat,38,92,2.4210526315789473
97043,Remember Me,162,392,2.419753086419753
103330,Seventh Scroll,31,75,2.4193548387096775
114243,The A.B.C. Murders,31,75,2.4193548387096775
86008,Nursery Crimes (Mommy-Track Mysteries (Paperback)),31,75,2.4193548387096775
134718,"The Ruby in the Smoke (Sally Lockhart Trilogy, Book 1)",43,104,2.4186046511627906
118143,The Cat Who Played Brahms,67,162,2.417910447761194
154230,Wild Rain,24,58,2.4166666666666665
125043,The Haunting,24,58,2.4166666666666665
15548,Big Cherry Holler,36,87,2.4166666666666665
55740,Horsemasters Daughter,24,58,2.4166666666666665
155702,Women in Love,36,87,2.4166666666666665
126210,The Inheritor,24,58,2.4166666666666665
98089,Ring of Truth,24,58,2.4166666666666665
41861,"Falling Stars (Andrews, V. C. Shooting Stars.)",24,58,2.4166666666666665
145260,Tough Cookie,108,261,2.4166666666666665
58594,If There Be Thorns (Dollanganger),48,116,2.4166666666666665
24805,Come Back to Me,24,58,2.4166666666666665
16194,Black Lightning,63,152,2.4126984126984126
50717,Growing Pains of Adrian Mole,51,123,2.411764705882353
40902,Exit to Eden,56,135,2.4107142857142856
9726,Angle of Repose (Contemporary American Fiction),56,135,2.4107142857142856
150521,Walking Shadow,39,94,2.41025641025641
110980,Superstitious,61,147,2.4098360655737703
14345,Belinda,83,200,2.4096385542168677
84518,Night Whispers,127,306,2.409448818897638
4379,A Short History of a Small Place,22,53,2.409090909090909
149943,Voodoo River (Elvis Cole Novels (Paperback)),22,53,2.409090909090909
43276,Final Victim,22,53,2.409090909090909
21220,Castle Roogna (Xanth Novels (Paperback)),22,53,2.409090909090909
48360,Ghosts,22,53,2.409090909090909
12900,Bad Heir Day,71,171,2.408450704225352
54299,Hide and Seek,49,118,2.4081632653061225
32923,Diamond Throne (Elenium (Paperback)),27,65,2.4074074074074074
156227,Worth Any Price,27,65,2.4074074074074074
12656,"Baby, Don't Go (Avon Light Contemporary Romances)",27,65,2.4074074074074074
46997,GARDEN OF SHADOWS (Dollanger Saga (Paperback)),91,219,2.4065934065934065
3275,A Man in Full,174,418,2.4022988505747125
71963,Looking Back,95,228,2.4
151223,Wayside School Gets a Little Stranger (Wayside School),35,84,2.4
133452,The Pursuit (Avon Historical Romance),50,120,2.4
124035,The God Project,25,60,2.4
46510,From the Dust Returned,30,72,2.4
123652,The Genesis Code,130,312,2.4
130067,The Moor (Mary Russell Novels (Paperback)),30,72,2.4
73532,Lucy's Launderette (Red Dress Ink),25,60,2.4
14328,Belgrave Square,25,60,2.4
134599,The Rosewood Casket,78,187,2.3974358974358974
30058,Day of Confession,68,163,2.3970588235294117
78718,Mirror Image,159,381,2.3962264150943398
58669,If You Really Loved Me,38,91,2.3947368421052633
36514,Driving Force,66,158,2.393939393939394
20119,Call of the Wild,193,462,2.393782383419689
122950,The First Time,79,189,2.392405063291139
55042,Holding the Dream (Dream Trilogy),74,177,2.391891891891892
44251,Flesh And Blood,23,55,2.391304347826087
29192,Darkness Bound,23,55,2.391304347826087
106437,So Speaks the Heart,23,55,2.391304347826087
37842,Eight Tales of Terror,23,55,2.391304347826087
4273,A Season in the Highlands,23,55,2.391304347826087
93949,Private Altars,23,55,2.391304347826087
152989,Where Echoes Live,23,55,2.391304347826087
130954,The Next Accident,167,399,2.3892215568862274
131968,The Paperboy,36,86,2.388888888888889
143658,Tick Tock,36,86,2.388888888888889
74501,Magic Kingdom for Sale - Sold! (Magic Kingdom of Landover),67,160,2.388059701492537
133318,The Promise,98,234,2.3877551020408165
42368,Fashionistas (Red Dress Ink (Paperback)),31,74,2.3870967741935485
31574,Demon Lord of Karanda (Malloreon (Paperback Random House)),31,74,2.3870967741935485
134045,The Reluctant Suitor,31,74,2.3870967741935485
150240,WLD ACCORDNG GARP,119,284,2.3865546218487395
148436,Until the Real Thing Comes Along (Ballantine Reader's Circle),44,105,2.3863636363636362
87577,One Kiss From You,26,62,2.3846153846153846
28405,"Dakota Home (Dakota Trilogy, Book 2)",39,93,2.3846153846153846
45652,Four Seasons,39,93,2.3846153846153846
4673,A Summer to Remember (Get Connected Romances),26,62,2.3846153846153846
140255,The Wild Baron,26,62,2.3846153846153846
36207,Dream Island (Medieval Trilogy),26,62,2.3846153846153846
5095,A Virtuous Woman (Oprah's Book Club (Paperback)),164,391,2.3841463414634148
11483,At Risk,73,174,2.3835616438356166
54316,Hideaway,167,398,2.3832335329341316
107891,Spencerville,68,162,2.3823529411764706
104955,Silver Wedding,76,181,2.3815789473684212
128365,The Long Road Home,118,281,2.3813559322033897
27454,Crying Wolf,21,50,2.380952380952381
64176,Kat's Cradle (Kat Colorado Mysteries),21,50,2.380952380952381
134816,The SECRET DIARY OF ANNE BOLEYN,50,119,2.38
6731,After All,29,69,2.3793103448275863
79144,Misty of Chincoteague,29,69,2.3793103448275863
7741,All Through the Night (Holiday Classics),58,138,2.3793103448275863
2534,A God in Ruins,37,88,2.3783783783783785
125226,The Heiress,45,107,2.3777777777777778
47226,Galilee,45,107,2.3777777777777778
20860,Carnal Innocence,106,252,2.3773584905660377
73700,M Is for Malice (Kinsey Millhone Mysteries (Hardcover)),69,164,2.3768115942028984
136167,The Simple Truth,197,468,2.3756345177664975
83699,Neue Leiden Des Jungen,24,57,2.375
4075,A Recipe for Bees,24,57,2.375
90604,Pendragon,56,133,2.375
55848,Hot Rain (Zebra Romantic Suspense),24,57,2.375
27022,Crewel World (Needlecraft Mysteries),48,114,2.375
106670,Sole Survivor,166,394,2.3734939759036147
116112,The Best Laid Plans,110,261,2.3727272727272726
19336,Butterfly (Orphans),51,121,2.372549019607843
90509,Pearl in the Mist (Landry),51,121,2.372549019607843
57129,Hugger Mugger,43,102,2.372093023255814
125791,The House on Hope Street,86,204,2.372093023255814
39764,English Passengers,35,83,2.3714285714285714
130525,The Naked Face,35,83,2.3714285714285714
30479,Deadly Medicine,27,64,2.3703703703703702
121410,The Dream of Scipio,54,128,2.3703703703703702
12905,Bad Love (Alex Delaware Novels (Paperback)),65,154,2.3692307692307693
82430,My Point - And I Do Have One,74,175,2.364864864864865
8258,Always in My Heart,22,52,2.3636363636363638
99737,SHAMPOO PLANET,22,52,2.3636363636363638
42148,Fancy Pants,22,52,2.3636363636363638
146329,Troubling a Star,22,52,2.3636363636363638
112265,Tale of Two Cities (Bantam Classic),33,78,2.3636363636363638
88192,Orchid Blues (Holly Barker Novels (Paperback)),55,130,2.3636363636363638
136607,The Source of Magic,22,52,2.3636363636363638
103458,Shades of Grace,33,78,2.3636363636363638
85600,Not Guilty,22,52,2.3636363636363638
139937,"The Web (Alex Delaware Series, No. 10)",77,182,2.3636363636363638
110672,Summer of Storms,47,111,2.3617021276595747
69543,Lethal Seduction,36,85,2.361111111111111
67055,Ladder of Years,180,425,2.361111111111111
101325,Scavenger,25,59,2.36
34199,Dinner for Two,25,59,2.36
9900,Anna Karenina (Wordsworth Classics),25,59,2.36
40483,Evening,50,118,2.36
118163,The Cat Who Turned on and Off (Cat Who... (Paperback)),53,125,2.358490566037736
77624,Mercy,159,375,2.358490566037736
88445,Osterman Weekend,28,66,2.357142857142857
84544,Night in the Lonesome October,28,66,2.357142857142857
127184,The Lady Chosen,28,66,2.357142857142857
58557,If Life Is a Bowl of Cherries What Am I,28,66,2.357142857142857
68810,Legacy of Silence,73,172,2.356164383561644
118127,The Cat Who Came for Christmas,76,179,2.3552631578947367
24765,Coma,31,73,2.3548387096774195
17193,Bodily Harm,31,73,2.3548387096774195
43612,Firefly Summer,93,219,2.3548387096774195
121991,The Endearment,48,113,2.3541666666666665
133164,The Prince of Tides,291,685,2.3539518900343643
102567,Seduction,34,80,2.3529411764705883
127792,The Lesson of Her Death,34,80,2.3529411764705883
121908,"The Encounter (Animorphs , No 3)",34,80,2.3529411764705883
113279,Tell Me Your Dreams,122,287,2.3524590163934427
23261,Chromosome 6,128,301,2.3515625
9459,And Then You Die,94,221,2.351063829787234
83291,Nathaniel,57,134,2.3508771929824563
18413,Bridget Jones. Am Rande des Wahnsinns.,40,94,2.35
45309,Forever in Your Embrace,40,94,2.35
18165,"Breath, Eyes, Memory",155,364,2.3483870967741933
128103,The Little Drummer Girl,23,54,2.347826086956522
150341,Waiting For Nick (Silhouette Special Edition),23,54,2.347826086956522
15960,Bite (Love Spell),23,54,2.347826086956522
139465,The Virgin's Knot,23,54,2.347826086956522
67706,Last Orders,72,169,2.3472222222222223
39026,Eloquent Silence,26,61,2.3461538461538463
106144,Smoke in Mirrors,52,122,2.3461538461538463
146471,"Truly, Madly Manhattan",130,305,2.3461538461538463
