,ISBN,Book-Title,total_ratings,sum_weighted_ratings,weighted_avg_rating
151998,155166884X,Doing Good,53,148,2.792452830188679
152038,1551669250,West Of Bliss,24,67,2.7916666666666665
144151,0893753440,Call of the Wild (A Watermill Classic),24,67,2.7916666666666665
57981,0425180638,The Last Precinct,220,614,2.790909090909091
103931,0679405283,The Tale of the Body Thief (Vampire Chronicles),62,173,2.7903225806451615
96751,0671010123,Final Jeopardy (Alexandra Cooper Mysteries (Paperback)),38,106,2.789473684210526
61660,0440225817,Acts of Malice,71,198,2.788732394366197
124153,0804114609,Patty Jane's House of Curl,71,198,2.788732394366197
38516,0373270976,"Night Shield (Intimate Moments, 1027)",52,145,2.7884615384615383
62933,0440514428,Cold Sassy Tree,66,184,2.787878787878788
69634,0449217205,Straight,28,78,2.7857142857142856
118636,0767903595,Clear Your Clutter With Feng Shui,28,78,2.7857142857142856
162894,1853260789,MADAME BOVARY,28,78,2.7857142857142856
127088,0812513711,"The Dragon Reborn (The Wheel of Time, Book 3)",51,142,2.784313725490196
85525,0553272837,Brazen Virtue,74,206,2.7837837837837838
10137,0140119906,Love in the Time of Cholera (Penguin Great Books of the 20th Century),175,487,2.782857142857143
152066,1551669552,Along Came Trouble,23,64,2.782608695652174
54413,0399141200,That Camden Summer,23,64,2.782608695652174
70726,0449908798,Duplicate Keys,46,128,2.782608695652174
66749,0446601241,Kiss the Girls,229,637,2.7816593886462884
51458,0394574745,"All the Pretty Horses (Border Trilogy, Vol 1)",32,89,2.78125
104670,0679720219,The Plague (Vintage International),32,89,2.78125
6331,0061099155,People of Darkness (Jim Chee Novels),41,114,2.7804878048780486
57992,0425180964,The Bear and the Dragon (Jack Ryan Novels),132,367,2.7803030303030303
58339,0425191583,Imitation in Death (Eve Dallas Mysteries (Paperback)),68,189,2.7794117647058822
158555,157322930X,High Maintenance,68,189,2.7794117647058822
57921,0425178765,Easy Prey,113,314,2.7787610619469025
29855,0345428307,Trust Fund,36,100,2.7777777777777777
54649,0399147381,Hemlock Bay,36,100,2.7777777777777777
101618,067172519X,RAISE THE TITANIC (Clive Cussler),27,75,2.7777777777777777
124555,0805019375,L Is for Lawless (Kinsey Millhone Mysteries),85,236,2.776470588235294
61335,0440217520,Tunnel Vision (V.I. Warshawski Novels (Paperback)),76,211,2.776315789473684
43771,037570910X,The Feast of Love (Vintage Contemporaries (Paperback)),58,161,2.7758620689655173
4866,006098824X,Getting Over It,80,222,2.775
13900,0142000221,Cause Celeb,40,111,2.775
43620,0375701427,American Pastoral,40,111,2.775
57311,0425153975,The Eyes of Darkness,115,319,2.773913043478261
61964,0440237556,The Dark Highlander,44,122,2.772727272727273
76509,0486270556,Six Great Sherlock Holmes Stories (Dover Thrift Editions),22,61,2.772727272727273
57629,0425168700,Fortune's Daughter,22,61,2.772727272727273
120380,0786010924,All the Way Home,22,61,2.772727272727273
181837,880781000X,La Casa Degli Spiriti,22,61,2.772727272727273
142532,0886778581,Green Rider,22,61,2.772727272727273
45887,0380731851,Mystic River,289,801,2.7716262975778547
128063,0812558626,Briar Rose,35,97,2.7714285714285714
94067,0590877437,"Search for Senna (Everworld, 1)",26,72,2.769230769230769
61216,0440214424,Out of Sight,39,108,2.769230769230769
109016,0689829833,Dark is Rising (Dark is Rising Sequence (Paperback)),30,83,2.7666666666666666
73945,0451410947,Must Love Dogs,64,177,2.765625
127892,0812550307,"The Fires of Heaven (The Wheel of Time, Book 5)",51,141,2.764705882352941
61661,0440225825,Move to Strike,89,246,2.764044943820225
107027,0684859734,Grave Secrets (Temperance Brennan Novel (Hardcover)),55,152,2.7636363636363637
56772,0425119920,Strangers,59,163,2.76271186440678
47668,0380851180,Heart of Thunder,21,58,2.761904761904762
78262,0515111139,The Assassin (Badge of Honor Novels (Paperback)),21,58,2.761904761904762
45469,0380715899,A Soldier of the Great War,21,58,2.761904761904762
15097,0156027607,Solaris,21,58,2.761904761904762
24509,0316602051,The Jester,113,312,2.7610619469026547
61554,0440223016,A Long Fatal Love Chase,46,127,2.760869565217391
57577,0425166619,Toxin,92,254,2.760869565217391
84937,0553257382,When the Legends Die,25,69,2.76
68353,0449005909,Nightshade,75,207,2.76
101029,0671685635,Ghost Story,25,69,2.76
29813,0345426274,The Analyst,25,69,2.76
74762,0451525221,Scarlet Letter,25,69,2.76
100745,0671670069,Guardian Angel,25,69,2.76
37429,0373250207,Fishbowl (Red Dress Ink (Paperback)),50,138,2.76
158994,1575667223,Blueberry Muffin Murder (Hannah Swensen Mysteries (Paperback)),25,69,2.76
23886,0312986769,In the Bleak Midwinter (A Rev. Clare Ferguson Mystery),25,69,2.76
29596,0345413881,Dr. Death (Alex Delaware Novels (Paperback)),108,298,2.759259259259259
12414,0140430016,Wuthering Heights (Penguin Classics),58,160,2.7586206896551726
43301,0375410538,Anil's Ghost,29,80,2.7586206896551726
101703,067172942X,Garden of Shadows (Dollanganger),29,80,2.7586206896551726
28588,0345356578,A Man Rides Through (Man Rides Through),29,80,2.7586206896551726
85876,0553280341,B Is for Burglar (Kinsey Millhone Mysteries (Paperback)),236,651,2.7584745762711864
37424,0373250150,Confessions of an Ex-Girlfriend,33,91,2.757575757575758
162880,1853260622,War and Peace (Wordsworth Classics),33,91,2.757575757575758
61915,0440236673,The Brethren,408,1125,2.7573529411764706
97075,0671024108,Speaking in Tongues,70,193,2.757142857142857
60710,0440194784,Welcome to the Monkey House,37,102,2.7567567567567566
60566,0440178002,Shogun,82,226,2.7560975609756095
67560,0446691798,Nights in Rodanthe,41,113,2.7560975609756095
83667,0553212583,Wuthering Heights,82,226,2.7560975609756095
84664,0553250256,Catcher in the Rye,45,124,2.7555555555555555
95937,067082982X,The Dark Half,49,135,2.7551020408163267
54710,0399148701,Red Rabbit,53,146,2.7547169811320753
30267,0345450728,Distant Shores,57,157,2.754385964912281
154023,1558744606,Chicken Soup for the Mother's Soul (Chicken Soup for the Soul Series (Paper)),65,179,2.753846153846154
58157,0425185710,Valhalla Rising (Dirk Pitt Adventures (Paperback)),105,289,2.7523809523809524
28529,0345353145,Sphere,368,1012,2.75
54442,039914210X,The Cat Who Tailed a Thief,32,88,2.75
45523,0380718332,All That Remains (Kay Scarpetta Mysteries (Paperback)),184,506,2.75
140935,0880382651,"Time of the Twins Legends 1 (Dragonlance Legends Trilogy, Vol 1)",24,66,2.75
62331,0440407079,Blubber (Yearling Books (Paperback)),32,88,2.75
28562,0345354923,"Ogre, Ogre (Xanth Novels (Paperback))",28,77,2.75
99031,0671525808,So Long and Thanks for all the Fish,44,121,2.75
29111,0345381645,The Vanished Child,24,66,2.75
27616,0345313097,Crewel Lye,24,66,2.75
101643,0671726714,LATE NIGHT WITH DAVID LETTERMAN BOOK OF TOP TEN LISTS,28,77,2.75
68354,0449005925,Slaves of Obsession (William Monk Novels (Paperback)),24,66,2.75
82328,0553096060,Sein Language,71,195,2.7464788732394365
11337,0140276904,Jemima J,59,162,2.7457627118644066
58470,0425195449,Naked Prey (Prey),35,96,2.742857142857143
64046,0441117732,Count Zero (Ace Science Fiction),35,96,2.742857142857143
152056,1551669455,Deadly Grace,35,96,2.742857142857143
61828,0440234859,Losing Julia,31,85,2.7419354838709675
46736,0380782340,Nobody's Baby But Mine,31,85,2.7419354838709675
164242,1860461670,Miss Smilla's Feeling for Snow,31,85,2.7419354838709675
86085,0553285920,Silent Partner (Alex Delaware Novels (Paperback)),58,159,2.7413793103448274
3789,0060557257,Sushi for Beginners,54,148,2.740740740740741
120480,0786014245,She Loves Me Not,27,74,2.740740740740741
24214,0316152196,Angels Flight (Detective Harry Bosch Mysteries),27,74,2.740740740740741
61394,0440219248,Whatever Happened to Janie?,27,74,2.740740740740741
64811,0441865038,Virtual Mode (Mode (Paperback)),27,74,2.740740740740741
102282,0671776800,Paradise,50,137,2.74
57484,0425162443,The Rapture of Canaan,196,537,2.739795918367347
29451,0345404114,Sleepers,119,326,2.7394957983193278
71946,0451166876,Lust Killer (Signet True Crime S.),23,63,2.739130434782609
88520,055357695X,Out of the Shadows (Shadows Trilogy (Paperback)),61,167,2.737704918032787
11360,0140278826,The Girls' Guide to Hunting and Fishing,34,93,2.735294117647059
67164,0446610127,Fearless Jones (Fearless Jones Novels (Paperback)),34,93,2.735294117647059
98716,0671496786,HEARTBURN,34,93,2.735294117647059
67251,0446611808,Envy,143,391,2.734265734265734
113168,0743410653,Booked to Die (Cliff Janeway Novels (Paperback)),30,82,2.7333333333333334
83664,0553212540,The Picture of Dorian Gray (Bantam Classics),30,82,2.7333333333333334
85355,0553268945,Forging the Darksword (Darksword Trilogy),30,82,2.7333333333333334
39685,0373484100,Night Tales,45,123,2.7333333333333334
88328,0553573357,Blue Mars,30,82,2.7333333333333334
85855,0553279912,A Is for Alibi (Kinsey Millhone Mysteries (Paperback)),285,779,2.7333333333333334
54558,0399145087,Black Notice,116,317,2.7327586206896552
30442,0345465083,Seabiscuit,187,511,2.732620320855615
96604,0671004549,You Belong To Me,123,336,2.731707317073171
62604,0440422256,The Egypt Game (Yearling Newbery),41,112,2.731707317073171
57022,0425137937,Double Deuce,26,71,2.730769230769231
67203,044661095X,Killing Time,52,142,2.730769230769231
72977,0451203771,Scarlet Feather,181,494,2.729281767955801
78760,0515128821,The Breaker,48,131,2.7291666666666665
113171,0743411250,The Woman Next Door,136,371,2.7279411764705883
124009,0804108749,Saint Maybe,99,270,2.727272727272727
30285,0345452062,Rise to Rebellion,22,60,2.727272727272727
44645,0380018179,The Thorn Birds,216,589,2.7268518518518516
44424,0380002450,Awakening,58,158,2.7241379310344827
123082,080213825X,Four Blondes,108,294,2.7222222222222223
86028,0553284363,Payment in Blood,54,147,2.7222222222222223
113127,0743407083,Grand Avenue,68,185,2.7205882352941178
69806,0449221482,J Is for Judgment,161,438,2.720496894409938
75140,0452260116,Song of Solomon (Oprah's Book Club (Paperback)),143,389,2.7202797202797204
6471,006251279X,The Pilgrimage,25,68,2.72
49385,0385334729,Her Father's House,25,68,2.72
51623,0394700023,The Stranger,25,68,2.72
101886,0671737848,Rebellious Desire,25,68,2.72
28393,0345346971,Mirror of Her Dreams (Mordant's Need),32,87,2.71875
145446,0899193625,"The Beans of Egypt, Maine",32,87,2.71875
72297,0451180429,The Quiet Game,78,212,2.717948717948718
28483,0345351525,The Queen of the Damned (Vampire Chronicles (Paperback)),273,742,2.717948717948718
132443,0821772953,The Morning After,46,125,2.717391304347826
47113,0380796090,Watermelon,46,125,2.717391304347826
102185,0671759345,Ruby (Landry),81,220,2.7160493827160495
57682,0425170349,Rainbow Six,123,334,2.7154471544715446
66695,0446532444,Three Weeks with My Brother,21,57,2.7142857142857144
2701,0060171928,Mutant Message Down Under,28,76,2.7142857142857144
102671,0671822209,WLD ACCORDNG GARP,63,171,2.7142857142857144
101983,0671742647,"Chains of Command (Star Trek The Next Generation, No 21)",21,57,2.7142857142857144
70818,0449912051,The Patron Saint of Liars,21,57,2.7142857142857144
140889,0880299053,Phantom of the Opera,21,57,2.7142857142857144
2289,0060008776,Pagan Babies,63,171,2.7142857142857144
121539,0786889691,The Blue Hour,28,76,2.7142857142857144
105376,0679781358,The Hottest State,21,57,2.7142857142857144
20523,0312135866,The Persian Pickle Club,21,57,2.7142857142857144
106437,068480154X,TENDER IS THE NIGHT,21,57,2.7142857142857144
78456,051511992X,That Camden Summer,101,274,2.712871287128713
97561,0671047329,The Third Option,52,141,2.7115384615384617
54667,039914787X,Valhalla Rising (Dirk Pitt Adventures (Hardcover)),38,103,2.710526315789474
49469,0385336810,Can You Keep a Secret?,76,206,2.710526315789474
45443,0380714752,The True Confessions of Charlotte Doyle (rack),76,206,2.710526315789474
78655,0515125490,Judas Child,31,84,2.7096774193548385
88686,0553580221,False Memory,186,504,2.7096774193548385
179623,8433925180,El Antropologo Inocente,24,65,2.7083333333333335
122987,0802132952,Naked Lunch,41,111,2.707317073170732
72848,0451200101,The Experiment,51,138,2.7058823529411766
14002,0142004278,Big Fish,51,138,2.7058823529411766
85414,0553270222,The Haunted Mesa,27,73,2.7037037037037037
72511,0451188470,The Love Letter,27,73,2.7037037037037037
29693,0345419995,Dave Barry's Greatest Hits,27,73,2.7037037037037037
3598,0060517611,The Lady in Question,27,73,2.7037037037037037
56278,0425083837,The Hunt for Red October,148,400,2.7027027027027026
47629,0380820889,Blindsighted,67,181,2.701492537313433
44503,038000741X,Monkey Wrench Gang,30,81,2.7
43840,0375724672,True History of the Kelly Gang,30,81,2.7
61456,0440220459,Drop Shot (Myron Bolitar Mysteries (Paperback)),30,81,2.7
76626,0486280616,Adventures of Huckleberry Finn (Dover Thrift Editions),30,81,2.7
11904,014034991X,Westing Game,40,108,2.7
65569,0446343455,Tourist Season,83,224,2.6987951807228914
158565,1573229725,Fingersmith,86,232,2.697674418604651
61336,0440217547,Accident,76,205,2.6973684210526314
43731,0375706410,Waiting (Vintage International),109,294,2.697247706422018
6340,0061099368,Palindrome,33,89,2.696969696969697
63974,0441089348,Burning Chrome (Ace Science Fiction),33,89,2.696969696969697
61620,044022473X,Breach of Promise,56,151,2.6964285714285716
78873,0515132268,The Cat Who Smelled a Rat (Cat Who... (Paperback)),79,213,2.6962025316455698
101995,0671743058,Boy's Life,92,248,2.6956521739130435
48745,0385260075,Cat's Eye,23,62,2.6956521739130435
46469,0380772469,Forever in Your Embrace,23,62,2.6956521739130435
13974,0142003190,A Noble Radiance,23,62,2.6956521739130435
113326,0743422082,The Immaculate Deception,23,62,2.6956521739130435
61334,0440217512,Wings,49,132,2.693877551020408
128087,0812563190,Elvenblood (Halfblood Chronicles),26,70,2.6923076923076925
76712,0486290301,The Metamorphosis and Other Stories (Dover Thrift Editions),26,70,2.6923076923076925
49489,0385337477,Lord John and the Private Matter,26,70,2.6923076923076925
98391,0671458531,Color Purple,26,70,2.6923076923076925
72104,0451173139,Night over Water,78,210,2.6923076923076925
36294,0373218192,Engaging The Enemy,123,331,2.6910569105691056
49457,038533656X,Apocalipstick,55,148,2.690909090909091
54540,0399144714,Vector,42,113,2.6904761904761907
6190,0061092827,Shades of Grace,29,78,2.689655172413793
5216,0061013412,Orchid Beach (Holly Barker Novels (Paperback)),58,156,2.689655172413793
162829,1853260053,Tess of the D'Urbervilles (Wordsworth Classics),29,78,2.689655172413793
72956,0451203046,Light a Penny Candle,29,78,2.689655172413793
154004,1558743316,A 2nd Helping of Chicken Soup for the Soul (Chicken Soup for the Soul Series (Paper)),74,199,2.689189189189189
72908,0451201744,The Walking,32,86,2.6875
96554,0671003348,Come the Spring (Clayborne Brothers),32,86,2.6875
43513,0375502025,The Greatest Generation,64,172,2.6875
92801,0590452037,Maniac Magee,32,86,2.6875
11150,0140257934,"These High, Green Hills (The Mitford Years)",73,196,2.684931506849315
23815,0312983212,Saucer,38,102,2.6842105263157894
24630,0316782262,All He Ever Wanted,57,153,2.6842105263157894
88947,0553586122,Reap the Wind,98,263,2.683673469387755
124218,080411918X,A Patchwork Planet,101,271,2.6831683168316833
37427,0373250185,Strapless (Red Dress Ink (Paperback)),41,110,2.682926829268293
97258,0671034022,Mercy,85,228,2.6823529411764704
73074,0451206096,The Collection,22,59,2.6818181818181817
63745,044100914X,Castaways of the Flying Dutchman,22,59,2.6818181818181817
75560,0452284481,Le Divorce (William Abrahams Book),22,59,2.6818181818181817
28512,0345352661,Guardians of the West (Book 1 of the Malloreon),44,118,2.6818181818181817
70963,0451093380,The Dead Zone,22,59,2.6818181818181817
95791,0670805149,Lake Wobegon Days,75,201,2.68
113152,074341022X,Dark Hollow,25,67,2.68
151464,1551660598,Without A Trace,25,67,2.68
25267,0330334026,Mad Cows,28,75,2.6785714285714284
62005,0440241812,Shopaholic Takes Manhattan,28,75,2.6785714285714284
88319,0553573225,Home Fires,28,75,2.6785714285714284
1071,0020427859,"Over Sea, Under Stone",31,83,2.6774193548387095
49890,0385491034,The Robber Bride,31,83,2.6774193548387095
30133,0345443128,A False Sense of Well Being (Ballantine Reader's Circle),34,91,2.676470588235294
132483,0821773682,Kentucky Heat,34,91,2.676470588235294
88255,0553572040,Killer Pancake,68,182,2.676470588235294
6246,0061095540,Marrying Mom,37,99,2.675675675675676
61657,0440225701,The Street Lawyer,379,1014,2.6754617414248023
61618,0440224705,Hard Time (V.I. Warshawski Novels (Paperback)),92,246,2.6739130434782608
70516,0449702545,Homecoming,46,123,2.6739130434782608
49889,0385491026,Cat's Eye,49,131,2.673469387755102
88000,0553565915,Embraced by the Light,64,171,2.671875
48804,0385265700,The Book of Ruth (Oprah's Book Club (Paperback)),319,851,2.6677115987460813
61023,0440208513,The Evening News,27,72,2.6666666666666665
56042,0425065553,White Plague,24,64,2.6666666666666665
169991,226612269X,Ou Es-Tu?,21,56,2.6666666666666665
61648,0440225442,One False Move (Myron Bolitar Mysteries (Paperback)),30,80,2.6666666666666665
73030,0451204956,Bad Boy,51,136,2.6666666666666665
54489,0399143335,The Cat Who Sang for the Birds,21,56,2.6666666666666665
121532,0786889608,Middle of Nowhere,54,144,2.6666666666666665
23013,0312954468,River God,42,112,2.6666666666666665
15331,0156997789,You Can't Keep a Good Woman Down,21,56,2.6666666666666665
78662,051512558X,The Overseer,27,72,2.6666666666666665
128305,0812575911,Elixir,21,56,2.6666666666666665
69255,0449207668,Bluegate Fields,21,56,2.6666666666666665
63270,0440972329,A Ring of Endless Light (Austin Family),33,88,2.6666666666666665
6349,0061099570,The Crown of Columbus,24,64,2.6666666666666665
44904,0380600129,The Indian in the Cupboard,81,216,2.6666666666666665
151705,1551665352,Remember Me,24,64,2.6666666666666665
151824,155166674X,Between Friends,83,221,2.6626506024096384
113125,0743407067,The First Time,56,149,2.6607142857142856
82493,0553106651,Seize the Night,50,133,2.66
2354,0060083948,Tishomingo Blues,50,133,2.66
23661,0312978383,Winter Solstice,94,250,2.6595744680851063
67149,0446609781,Beneath the Skin,44,117,2.659090909090909
29953,0345434471,L.A. Requiem,44,117,2.659090909090909
85139,0553263218,The Pigman,44,117,2.659090909090909
58452,042519485X,Undead and Unwed (Berkley Sensation),41,109,2.658536585365854
57075,0425141233,Winter Prey,79,210,2.6582278481012658
61499,044022165X,The Rainmaker,386,1026,2.6580310880829017
102372,0671787454,The Girls He Adored,38,101,2.6578947368421053
143179,0890438439,How to Clean Practically Anything,35,93,2.657142857142857
75032,0451821971,Leaving Home,32,85,2.65625
49137,0385315090,Mirror Image,32,85,2.65625
73933,0451410777,Sleep Tight (Onyx Book),29,77,2.6551724137931036
30142,0345443284,While I Was Gone,365,969,2.654794520547945
98209,0671443283,SEEDS OF YESTERDY (Dollanger Saga (Paperback)),55,146,2.6545454545454548
61989,0440241049,Slightly Married (Get Connected Romances),26,69,2.6538461538461537
88282,0553572423,The Fist of God,26,69,2.6538461538461537
54693,0399148469,Hunting Season,26,69,2.6538461538461537
9769,0140086838,Ceremony (Contemporary American Fiction Series),49,130,2.6530612244897958
70697,0449907481,A Thousand Acres (Ballantine Reader's Circle),210,557,2.6523809523809523
127524,0812532570,Speaker for the Dead (Ender Wiggins Saga (Paperback)),23,61,2.652173913043478
65794,0446359203,Carrion Comfort,23,61,2.652173913043478
115767,0751501999,Stark,23,61,2.652173913043478
29848,0345428196,Outfoxed,23,61,2.652173913043478
106729,0684829975,The Vision of Emma Blau,23,61,2.652173913043478
66270,0446511528,The Heartbreaker,23,61,2.652173913043478
93616,0590553232,"Escape from the Carnival of Horrors (Give Yourself Goosebumps, No 1)",23,61,2.652173913043478
45354,0380711524,See Jane Run,46,122,2.652173913043478
8066,0091882087,One Hit Wonderland,23,61,2.652173913043478
97040,0671023209,Transfer of Power,43,114,2.6511627906976742
22935,0312950489,The Black Echo (Detective Harry Bosch Mysteries),43,114,2.6511627906976742
15027,0156007479,Slammerkin,83,220,2.6506024096385543
56485,0425097609,Whispers,60,159,2.65
103367,0671894455,FORREST GUMP (Movie Tie in),140,371,2.65
68308,0449003795,P Is for Peril,222,588,2.6486486486486487
85590,055327418X,"Startide Rising (The Uplift Saga, Book 2)",34,90,2.6470588235294117
56486,0425097722,Fatherhood,62,164,2.6451612903225805
37420,0373250118,See Jane Date (Red Dress Ink (Paperback)),62,164,2.6451612903225805
75414,0452277337,Le Divorce (William Abrahams Book),62,164,2.6451612903225805
60079,0440120500,The Dirty Duck,28,74,2.642857142857143
29049,0345379144,Zombies of the Gene Pool,28,74,2.642857142857143
66889,0446604089,The Best Laid Plans,64,169,2.640625
97074,0671024094,The Coffin Dancer (Lincoln Rhyme Novels (Paperback)),89,235,2.640449438202247
96182,0670865796,The Deep End of the Ocean (Oprah's Book Club (Hardcover)),139,367,2.6402877697841727
124781,0805068015,Eva Moves the Furniture,25,66,2.64
158458,1573222453,The Kite Runner (Alex Awards (Awards)),25,66,2.64
67011,0446606812,Message in a Bottle,369,974,2.6395663956639566
60856,0440204208,Blood Shot (V.I. Warshawski Novels (Paperback)),61,161,2.639344262295082
53700,0395866502,The Book of Ruth (Oprah's Book Club (Hardcover)),36,95,2.638888888888889
29303,034539092X,The Great Train Robbery,36,95,2.638888888888889
29887,0345430573,A Certain Justice (Adam Dalgliesh Mysteries (Paperback)),47,124,2.6382978723404253
47297,0380804697,Paradise Lost,58,153,2.6379310344827585
97220,0671028383,Grave Secrets,80,211,2.6375
78568,0515123471,10 Lb. Penalty,44,116,2.6363636363636362
85470,0553271636,D Is for Deadbeat (Kinsey Millhone Mysteries (Paperback)),176,464,2.6363636363636362
72989,0451204050,On Secret Service,22,58,2.6363636363636362
57935,0425179184,Crime Brulee (Culinary Mysteries (Paperback)),33,87,2.6363636363636362
9561,0140070206,Ironweed,33,87,2.6363636363636362
6409,0062500260,Medicine Woman,22,58,2.6363636363636362
96796,0671014196,The Summerhouse,187,493,2.6363636363636362
2253,0060002492,Amazonia,33,87,2.6363636363636362
139274,0874778883,Seven Years in Tibet,33,87,2.6363636363636362
101079,067168972X,The Duchess,33,87,2.6363636363636362
124111,0804112835,"A Sudden, Fearful Death (William Monk Novels (Paperback))",22,58,2.6363636363636362
6207,0061093653,Twelve Red Herrings,33,87,2.6363636363636362
88134,0553569155,Seinlanguage,110,290,2.6363636363636362
22973,0312952716,A Simple Plan,85,224,2.635294117647059
96391,0670894184,Back Roads,115,303,2.634782608695652
158544,1573228583,Speaking With the Angel,52,137,2.6346153846153846
82010,0552999458,Dead Famous,79,208,2.632911392405063
121199,0786817879,"Artemis Fowl (Artemis Fowl, Book 1)",49,129,2.63265306122449
85239,0553265741,Sacred Sins,98,258,2.63265306122449
72464,0451186648,Silent Snow,38,100,2.6315789473684212
85777,0553278118,Doctors,35,92,2.6285714285714286
100817,0671673661,I'LL BE SEEING YOU,35,92,2.6285714285714286
4749,0060972459,Tracks RI,35,92,2.6285714285714286
46317,0380765454,Desert Heat,43,113,2.627906976744186
29912,0345432401,Omerta,43,113,2.627906976744186
73058,0451205626,Cold Paradise (Stone Barrington Novels (Paperback)),59,155,2.6271186440677967
152028,1551669153,Split Second (Maggie O'Dell Novels (Paperback)),59,155,2.6271186440677967
119339,0778320383,Night's Landing (Mira),24,63,2.625
86427,055329461X,The Difference Engine,40,105,2.625
78665,0515125628,The Target,64,168,2.625
46123,0380757478,Fires of Winter,32,84,2.625
46905,0380789353,To Catch an Heiress,24,63,2.625
78481,0515120618,Montana Sky,101,265,2.623762376237624
87939,055356451X,Night Sins,170,446,2.623529411764706
67181,0446610542,The Bachelor (Warner Books Contemporary Romance),122,320,2.622950819672131
15115,0156028778,The Crimson Petal and the White,98,257,2.622448979591837
3585,0060514930,"Dead Ringer (Scottoline, Lisa)",37,97,2.6216216216216215
23788,0312982518,The Sigma Protocol,103,270,2.621359223300971
5325,0061030996,Hit List,29,76,2.6206896551724137
49384,0385334710,Looking Back,29,76,2.6206896551724137
72737,0451197410,How Stella Got Her Groove Back,50,131,2.62
104284,0679437452,Range of Motion,21,55,2.619047619047619
54371,0399139818,The Cat Who Blew the Whistle (Cat Who... (Hardcover)),21,55,2.619047619047619
112839,0743203232,The Nature of Water and Air,21,55,2.619047619047619
6191,006109286X,The Pardon,21,55,2.619047619047619
63305,0440983568,Stranger With My Face (Laurel Leaf Books),21,55,2.619047619047619
11136,0140256369,Of Love and Other Demons (Penguin Great Books of the 20th Century),21,55,2.619047619047619
96749,0671010093,One White Rose,21,55,2.619047619047619
28969,0345375599,The Druid of Shannara (Heritage of Shannara (Paperback)),21,55,2.619047619047619
29992,0345435796,The First Horseman,76,199,2.6184210526315788
101979,0671742493,Delta Of Venus,34,89,2.6176470588235294
22554,0312901437,James Herriots Dog Stories,34,89,2.6176470588235294
28936,0345373707,Cry to Heaven,26,68,2.6153846153846154
108175,0688180639,Vinegar Hill (Oprah's Book Club (Hardcover)),26,68,2.6153846153846154
58326,0425191184,Red Rabbit,83,217,2.6144578313253013
66989,0446606324,The Winner,153,400,2.6143790849673203
78720,0515127396,The Cat Who Saw Stars (Cat Who... (Paperback)),70,183,2.6142857142857143
97430,067103992X,Wicked Forest (Debeers),31,81,2.6129032258064515
59580,043942089X,The Thief Lord,31,81,2.6129032258064515
66100,0446394521,Daisy Fay and the Miracle Man,165,431,2.6121212121212123
60913,044020562X,One,67,175,2.611940298507463
39674,037348397X,The Donovan Legacy,36,94,2.611111111111111
104426,0679450432,Dark Lady,36,94,2.611111111111111
88006,0553566067,Virtual Light,36,94,2.611111111111111
6166,0061092002,Galilee,41,107,2.6097560975609757
45563,0380720191,The List of 7,41,107,2.6097560975609757
49330,038533334X,Charming Billy,133,347,2.6090225563909772
171662,3404129423,Der dritte Zwilling.,23,60,2.608695652173913
85117,0553262580,The God Project,23,60,2.608695652173913
162847,185326024X,David Copperfield (Wordsworth Classics),23,60,2.608695652173913
78867,0515132039,Guest Shot,28,73,2.607142857142857
78412,0515118230,Home Song,56,146,2.607142857142857
29742,0345422473,Gods and Generals,28,73,2.607142857142857
61951,0440237262,The Program,66,172,2.606060606060606
37430,0373250215,Burning The Map,38,99,2.6052631578947367
78451,0515119784,Range of Motion,68,177,2.6029411764705883
23841,0312983824,Faking It,136,354,2.6029411764705883
4538,0060936231,Soul Mountain,55,143,2.6
64732,0441802087,Tekwar,25,65,2.6
14243,0151002290,East of the Mountains,70,182,2.6
30308,0345453425,Cry No More,25,65,2.6
47065,038079439X,Expendable,30,78,2.6
116214,0752853694,Unadulterated Cat,35,91,2.6
151967,1551668483,North Of Clever,25,65,2.6
65759,0446357421,If Tomorrow Comes,35,91,2.6
23730,0312980159,Fast Women,155,403,2.6
65545,0446341916,The Naked Face,30,78,2.6
67334,0446613843,The Jester,80,208,2.6
6251,006109594X,Nimitz Class,35,91,2.6
88338,0553573616,My Point...And I Do Have One,65,169,2.6
6262,0061096857,Kilo Class,25,65,2.6
78199,0515108030,Forgiving,35,91,2.6
39644,0373483503,Macgregor Brides (Macgregors),84,218,2.5952380952380953
61888,0440236061,Unfit to Practice,74,192,2.5945945945945947
23486,0312971230,Ice Station,37,96,2.5945945945945947
2843,0060185147,Courting Trouble,37,96,2.5945945945945947
6640,0064400581,Julie of the Wolves (Julie of the Wolves),69,179,2.5942028985507246
30221,0345447840,The Surgeon,133,345,2.593984962406015
49966,038549744X,English Passengers,32,83,2.59375
66845,0446603309,The Witness,64,166,2.59375
100816,0671673653,All Around the Town,32,83,2.59375
45321,0380710404,The Secret of the Indian (Indian in the Cupboard),27,70,2.5925925925925926
62769,0440479002,The Sign of the Beaver,27,70,2.5925925925925926
87909,0553563521,Devil's Waltz (Alex Delaware Novels (Paperback)),71,184,2.591549295774648
99191,0671534718,Melody (Logan),71,184,2.591549295774648
5336,0061031410,Courting Trouble,71,184,2.591549295774648
5329,0061031089,Running Scared,44,114,2.590909090909091
158939,1575665379,The 10th Kingdom (Hallmark Entertainment Books),22,57,2.590909090909091
42734,0374234574,Pleading Guilty,22,57,2.590909090909091
